namespace,rl_iteration,bucket,opponent_kind,opponent_identity,learner_control,learner_color,games
canonical,44,historical,historical_snapshot,phase9_archive_v1|ns=canonical|H015,blue,blue,30
canonical,44,historical,historical_snapshot,phase9_archive_v1|ns=canonical|H015,red,red,36
canonical,44,historical,historical_snapshot,phase9_archive_v1|ns=canonical|H020,blue,blue,27
canonical,44,historical,historical_snapshot,phase9_archive_v1|ns=canonical|H020,red,red,32
canonical,44,historical,historical_snapshot,phase9_archive_v1|ns=canonical|H025,blue,blue,28
canonical,44,historical,historical_snapshot,phase9_archive_v1|ns=canonical|H025,red,red,19
canonical,44,historical,historical_snapshot,phase9_archive_v1|ns=canonical|H030,blue,blue,25
canonical,44,historical,historical_snapshot,phase9_archive_v1|ns=canonical|H030,red,red,26
canonical,44,historical,historical_snapshot,phase9_archive_v1|ns=canonical|H035,blue,blue,33
canonical,44,historical,historical_snapshot,phase9_archive_v1|ns=canonical|H035,red,red,23
canonical,44,historical,historical_snapshot,phase9_archive_v1|ns=canonical|H040,blue,blue,40
canonical,44,historical,historical_snapshot,phase9_archive_v1|ns=canonical|H040,red,red,27
canonical,44,rule,rule_policy,basic_heuristic@1.0.0,blue,blue,23
canonical,44,rule,rule_policy,basic_heuristic@1.0.0,red,red,23
canonical,44,rule,rule_policy,strategic_rule_based@1.1.0,blue,blue,77
canonical,44,rule,rule_policy,strategic_rule_based@1.1.0,red,red,77
canonical,44,rule,rule_policy,tactical_rule_based@1.0.0,blue,blue,53
canonical,44,rule,rule_policy,tactical_rule_based@1.0.0,red,red,54
canonical,44,stress,stress_policy,stress_berserker@1.0.0,blue,blue,34
canonical,44,stress,stress_policy,stress_chaos@1.0.0,blue,blue,34
canonical,44,stress,stress_policy,stress_draw_seeker@1.0.0,red,red,35
canonical,44,stress,stress_policy,stress_information_miser@1.0.0,red,red,34
canonical,44,stress,stress_policy,stress_miner_rush@1.0.0,blue,blue,34
canonical,44,stress,stress_policy,stress_scout_rush@1.0.0,red,red,34
canonical,45,current,current_policy,phase9_behavior_v1|ns=canonical|B045,both,,1024
canonical,45,historical,historical_snapshot,phase9_anchor_v1|H000,blue,blue,27
canonical,45,historical,historical_snapshot,phase9_anchor_v1|H000,red,red,27
canonical,45,historical,historical_snapshot,phase9_archive_v1|ns=canonical|H005,blue,blue,22
canonical,45,historical,historical_snapshot,phase9_archive_v1|ns=canonical|H005,red,red,33
canonical,45,historical,historical_snapshot,phase9_archive_v1|ns=canonical|H010,blue,blue,25
canonical,45,historical,historical_snapshot,phase9_archive_v1|ns=canonical|H010,red,red,25
canonical,45,historical,historical_snapshot,phase9_archive_v1|ns=canonical|H015,blue,blue,35
canonical,45,historical,historical_snapshot,phase9_archive_v1|ns=canonical|H015,red,red,27
canonical,45,historical,historical_snapshot,phase9_archive_v1|ns=canonical|H020,blue,blue,33
canonical,45,historical,historical_snapshot,phase9_archive_v1|ns=canonical|H020,red,red,29
canonical,45,historical,historical_snapshot,phase9_archive_v1|ns=canonical|H025,blue,blue,21
canonical,45,historical,historical_snapshot,phase9_archive_v1|ns=canonical|H025,red,red,28
canonical,45,historical,historical_snapshot,phase9_archive_v1|ns=canonical|H030,blue,blue,27
canonical,45,historical,historical_snapshot,phase9_archive_v1|ns=canonical|H030,red,red,30
canonical,45,historical,historical_snapshot,phase9_archive_v1|ns=canonical|H035,blue,blue,31
canonical,45,historical,historical_snapshot,phase9_archive_v1|ns=canonical|H035,red,red,26
canonical,45,historical,historical_snapshot,phase9_archive_v1|ns=canonical|H040,blue,blue,35
canonical,45,historical,historical_snapshot,phase9_archive_v1|ns=canonical|H040,red,red,31
canonical,45,rule,rule_policy,basic_heuristic@1.0.0,blue,blue,23
canonical,45,rule,rule_policy,basic_heuristic@1.0.0,red,red,23
canonical,45,rule,rule_policy,strategic_rule_based@1.1.0,blue,blue,77
canonical,45,rule,rule_policy,strategic_rule_based@1.1.0,red,red,77
canonical,45,rule,rule_policy,tactical_rule_based@1.0.0,blue,blue,54
canonical,45,rule,rule_policy,tactical_rule_based@1.0.0,red,red,53
canonical,45,stress,stress_policy,stress_berserker@1.0.0,blue,blue,35
canonical,45,stress,stress_policy,stress_chaos@1.0.0,blue,blue,34
canonical,45,stress,stress_policy,stress_draw_seeker@1.0.0,red,red,34
canonical,45,stress,stress_policy,stress_information_miser@1.0.0,red,red,34
canonical,45,stress,stress_policy,stress_miner_rush@1.0.0,blue,blue,34
canonical,45,stress,stress_policy,stress_scout_rush@1.0.0,red,red,34
canonical,46,current,current_policy,phase9_behavior_v1|ns=canonical|B046,both,,1024
canonical,46,historical,historical_snapshot,phase9_anchor_v1|H000,blue,blue,24
canonical,46,historical,historical_snapshot,phase9_anchor_v1|H000,red,red,28
canonical,46,historical,historical_snapshot,phase9_archive_v1|ns=canonical|H010,blue,blue,29
canonical,46,historical,historical_snapshot,phase9_archive_v1|ns=canonical|H010,red,red,36
canonical,46,historical,historical_snapshot,phase9_archive_v1|ns=canonical|H015,blue,blue,36
canonical,46,historical,historical_snapshot,phase9_archive_v1|ns=canonical|H015,red,red,28
canonical,46,historical,historical_snapshot,phase9_archive_v1|ns=canonical|H020,blue,blue,26
canonical,46,historical,historical_snapshot,phase9_archive_v1|ns=canonical|H020,red,red,27
canonical,46,historical,historical_snapshot,phase9_archive_v1|ns=canonical|H025,blue,blue,34
canonical,46,historical,historical_snapshot,phase9_archive_v1|ns=canonical|H025,red,red,23
canonical,46,historical,historical_snapshot,phase9_archive_v1|ns=canonical|H030,blue,blue,31
canonical,46,historical,historical_snapshot,phase9_archive_v1|ns=canonical|H030,red,red,18
canonical,46,historical,historical_snapshot,phase9_archive_v1|ns=canonical|H035,blue,blue,21
canonical,46,historical,historical_snapshot,phase9_archive_v1|ns=canonical|H035,red,red,38
canonical,46,historical,historical_snapshot,phase9_archive_v1|ns=canonical|H040,blue,blue,30
canonical,46,historical,historical_snapshot,phase9_archive_v1|ns=canonical|H040,red,red,30
canonical,46,historical,historical_snapshot,phase9_archive_v1|ns=canonical|H045,blue,blue,25
canonical,46,historical,historical_snapshot,phase9_archive_v1|ns=canonical|H045,red,red,28
canonical,46,rule,rule_policy,basic_heuristic@1.0.0,blue,blue,23
canonical,46,rule,rule_policy,basic_heuristic@1.0.0,red,red,23
canonical,46,rule,rule_policy,strategic_rule_based@1.1.0,blue,blue,77
canonical,46,rule,rule_policy,strategic_rule_based@1.1.0,red,red,77
canonical,46,rule,rule_policy,tactical_rule_based@1.0.0,blue,blue,53
canonical,46,rule,rule_policy,tactical_rule_based@1.0.0,red,red,54
canonical,46,stress,stress_policy,stress_berserker@1.0.0,blue,blue,34
canonical,46,stress,stress_policy,stress_chaos@1.0.0,blue,blue,34
canonical,46,stress,stress_policy,stress_draw_seeker@1.0.0,red,red,34
canonical,46,stress,stress_policy,stress_information_miser@1.0.0,red,red,35
canonical,46,stress,stress_policy,stress_miner_rush@1.0.0,blue,blue,34
canonical,46,stress,stress_policy,stress_scout_rush@1.0.0,red,red,34
canonical,47,current,current_policy,phase9_behavior_v1|ns=canonical|B047,both,,1024
canonical,47,historical,historical_snapshot,phase9_anchor_v1|H000,blue,blue,30
canonical,47,historical,historical_snapshot,phase9_anchor_v1|H000,red,red,23
canonical,47,historical,historical_snapshot,phase9_archive_v1|ns=canonical|H010,blue,blue,33
canonical,47,historical,historical_snapshot,phase9_archive_v1|ns=canonical|H010,red,red,31
canonical,47,historical,historical_snapshot,phase9_archive_v1|ns=canonical|H015,blue,blue,26
canonical,47,historical,historical_snapshot,phase9_archive_v1|ns=canonical|H015,red,red,21
canonical,47,historical,historical_snapshot,phase9_archive_v1|ns=canonical|H020,blue,blue,18
canonical,47,historical,historical_snapshot,phase9_archive_v1|ns=canonical|H020,red,red,26
canonical,47,historical,historical_snapshot,phase9_archive_v1|ns=canonical|H025,blue,blue,26
canonical,47,historical,historical_snapshot,phase9_archive_v1|ns=canonical|H025,red,red,32
canonical,47,historical,historical_snapshot,phase9_archive_v1|ns=canonical|H030,blue,blue,30
canonical,47,historical,historical_snapshot,phase9_archive_v1|ns=canonical|H030,red,red,28
canonical,47,historical,historical_snapshot,phase9_archive_v1|ns=canonical|H035,blue,blue,30
canonical,47,historical,historical_snapshot,phase9_archive_v1|ns=canonical|H035,red,red,40
canonical,47,historical,historical_snapshot,phase9_archive_v1|ns=canonical|H040,blue,blue,40
canonical,47,historical,historical_snapshot,phase9_archive_v1|ns=canonical|H040,red,red,28
canonical,47,historical,historical_snapshot,phase9_archive_v1|ns=canonical|H045,blue,blue,23
canonical,47,historical,historical_snapshot,phase9_archive_v1|ns=canonical|H045,red,red,27
canonical,47,rule,rule_policy,basic_heuristic@1.0.0,blue,blue,23
canonical,47,rule,rule_policy,basic_heuristic@1.0.0,red,red,23
canonical,47,rule,rule_policy,strategic_rule_based@1.1.0,blue,blue,77
canonical,47,rule,rule_policy,strategic_rule_based@1.1.0,red,red,77
canonical,47,rule,rule_policy,tactical_rule_based@1.0.0,blue,blue,54
canonical,47,rule,rule_policy,tactical_rule_based@1.0.0,red,red,53
canonical,47,stress,stress_policy,stress_berserker@1.0.0,blue,blue,34
canonical,47,stress,stress_policy,stress_chaos@1.0.0,blue,blue,35
canonical,47,stress,stress_policy,stress_draw_seeker@1.0.0,red,red,34
canonical,47,stress,stress_policy,stress_information_miser@1.0.0,red,red,34
canonical,47,stress,stress_policy,stress_miner_rush@1.0.0,blue,blue,34
canonical,47,stress,stress_policy,stress_scout_rush@1.0.0,red,red,34
canonical,48,current,current_policy,phase9_behavior_v1|ns=canonical|B048,both,,1024
canonical,48,historical,historical_snapshot,phase9_anchor_v1|H000,blue,blue,24
canonical,48,historical,historical_snapshot,phase9_anchor_v1|H000,red,red,30
canonical,48,historical,historical_snapshot,phase9_archive_v1|ns=canonical|H010,blue,blue,22
canonical,48,historical,historical_snapshot,phase9_archive_v1|ns=canonical|H010,red,red,27
canonical,48,historical,historical_snapshot,phase9_archive_v1|ns=canonical|H015,blue,blue,29
canonical,48,historical,historical_snapshot,phase9_archive_v1|ns=canonical|H015,red,red,24
canonical,48,historical,historical_snapshot,phase9_archive_v1|ns=canonical|H020,blue,blue,26
canonical,48,historical,historical_snapshot,phase9_archive_v1|ns=canonical|H020,red,red,31
canonical,48,historical,historical_snapshot,phase9_archive_v1|ns=canonical|H025,blue,blue,31
canonical,48,historical,historical_snapshot,phase9_archive_v1|ns=canonical|H025,red,red,23
canonical,48,historical,historical_snapshot,phase9_archive_v1|ns=canonical|H030,blue,blue,32
canonical,48,historical,historical_snapshot,phase9_archive_v1|ns=canonical|H030,red,red,26
canonical,48,historical,historical_snapshot,phase9_archive_v1|ns=canonical|H035,blue,blue,31
canonical,48,historical,historical_snapshot,phase9_archive_v1|ns=canonical|H035,red,red,28
canonical,48,historical,historical_snapshot,phase9_archive_v1|ns=canonical|H040,blue,blue,32
canonical,48,historical,historical_snapshot,phase9_archive_v1|ns=canonical|H040,red,red,39
canonical,48,historical,historical_snapshot,phase9_archive_v1|ns=canonical|H045,blue,blue,29
canonical,48,historical,historical_snapshot,phase9_archive_v1|ns=canonical|H045,red,red,28
canonical,48,rule,rule_policy,basic_heuristic@1.0.0,blue,blue,23
canonical,48,rule,rule_policy,basic_heuristic@1.0.0,red,red,23
canonical,48,rule,rule_policy,strategic_rule_based@1.1.0,blue,blue,77
canonical,48,rule,rule_policy,strategic_rule_based@1.1.0,red,red,77
canonical,48,rule,rule_policy,tactical_rule_based@1.0.0,blue,blue,53
canonical,48,rule,rule_policy,tactical_rule_based@1.0.0,red,red,54
canonical,48,stress,stress_policy,stress_berserker@1.0.0,blue,blue,34
canonical,48,stress,stress_policy,stress_chaos@1.0.0,blue,blue,34
canonical,48,stress,stress_policy,stress_draw_seeker@1.0.0,red,red,34
canonical,48,stress,stress_policy,stress_information_miser@1.0.0,red,red,34
canonical,48,stress,stress_policy,stress_miner_rush@1.0.0,blue,blue,34
canonical,48,stress,stress_policy,stress_scout_rush@1.0.0,red,red,35
canonical,49,current,current_policy,phase9_behavior_v1|ns=canonical|B049,both,,1024
canonical,49,historical,historical_snapshot,phase9_anchor_v1|H000,blue,blue,29
canonical,49,historical,historical_snapshot,phase9_anchor_v1|H000,red,red,28
canonical,49,historical,historical_snapshot,phase9_archive_v1|ns=canonical|H010,blue,blue,23
canonical,49,historical,historical_snapshot,phase9_archive_v1|ns=canonical|H010,red,red,30
canonical,49,historical,historical_snapshot,phase9_archive_v1|ns=canonical|H015,blue,blue,27
canonical,49,historical,historical_snapshot,phase9_archive_v1|ns=canonical|H015,red,red,34
canonical,49,historical,historical_snapshot,phase9_archive_v1|ns=canonical|H020,blue,blue,35
canonical,49,historical,historical_snapshot,phase9_archive_v1|ns=canonical|H020,red,red,24
canonical,49,historical,historical_snapshot,phase9_archive_v1|ns=canonical|H025,blue,blue,27
canonical,49,historical,historical_snapshot,phase9_archive_v1|ns=canonical|H025,red,red,22
canonical,49,historical,historical_snapshot,phase9_archive_v1|ns=canonical|H030,blue,blue,23
canonical,49,historical,historical_snapshot,phase9_archive_v1|ns=canonical|H030,red,red,31
canonical,49,historical,historical_snapshot,phase9_archive_v1|ns=canonical|H035,blue,blue,34
canonical,49,historical,historical_snapshot,phase9_archive_v1|ns=canonical|H035,red,red,38
canonical,49,historical,historical_snapshot,phase9_archive_v1|ns=canonical|H040,blue,blue,29
canonical,49,historical,historical_snapshot,phase9_archive_v1|ns=canonical|H040,red,red,23
canonical,49,historical,historical_snapshot,phase9_archive_v1|ns=canonical|H045,blue,blue,29
canonical,49,historical,historical_snapshot,phase9_archive_v1|ns=canonical|H045,red,red,26
canonical,49,rule,rule_policy,basic_heuristic@1.0.0,blue,blue,23
canonical,49,rule,rule_policy,basic_heuristic@1.0.0,red,red,23
canonical,49,rule,rule_policy,strategic_rule_based@1.1.0,blue,blue,77
canonical,49,rule,rule_policy,strategic_rule_based@1.1.0,red,red,77
canonical,49,rule,rule_policy,tactical_rule_based@1.0.0,blue,blue,54
canonical,49,rule,rule_policy,tactical_rule_based@1.0.0,red,red,53
canonical,49,stress,stress_policy,stress_berserker@1.0.0,blue,blue,34
canonical,49,stress,stress_policy,stress_chaos@1.0.0,blue,blue,34
canonical,49,stress,stress_policy,stress_draw_seeker@1.0.0,red,red,34
canonical,49,stress,stress_policy,stress_information_miser@1.0.0,red,red,34
canonical,49,stress,stress_policy,stress_miner_rush@1.0.0,blue,blue,35
canonical,49,stress,stress_policy,stress_scout_rush@1.0.0,red,red,34
canonical,50,current,current_policy,phase9_behavior_v1|ns=canonical|B050,both,,1024
canonical,50,historical,historical_snapshot,phase9_anchor_v1|H000,blue,blue,24
canonical,50,historical,historical_snapshot,phase9_anchor_v1|H000,red,red,35
canonical,50,historical,historical_snapshot,phase9_archive_v1|ns=canonical|H010,blue,blue,28
canonical,50,historical,historical_snapshot,phase9_archive_v1|ns=canonical|H010,red,red,29
canonical,50,historical,historical_snapshot,phase9_archive_v1|ns=canonical|H015,blue,blue,25
canonical,50,historical,historical_snapshot,phase9_archive_v1|ns=canonical|H015,red,red,30
canonical,50,historical,historical_snapshot,phase9_archive_v1|ns=canonical|H020,blue,blue,34
canonical,50,historical,historical_snapshot,phase9_archive_v1|ns=canonical|H020,red,red,17
canonical,50,historical,historical_snapshot,phase9_archive_v1|ns=canonical|H025,blue,blue,29
canonical,50,historical,historical_snapshot,phase9_archive_v1|ns=canonical|H025,red,red,35
canonical,50,historical,historical_snapshot,phase9_archive_v1|ns=canonical|H030,blue,blue,39
canonical,50,historical,historical_snapshot,phase9_archive_v1|ns=canonical|H030,red,red,28
canonical,50,historical,historical_snapshot,phase9_archive_v1|ns=canonical|H035,blue,blue,24
canonical,50,historical,historical_snapshot,phase9_archive_v1|ns=canonical|H035,red,red,20
canonical,50,historical,historical_snapshot,phase9_archive_v1|ns=canonical|H040,blue,blue,28
canonical,50,historical,historical_snapshot,phase9_archive_v1|ns=canonical|H040,red,red,35
canonical,50,historical,historical_snapshot,phase9_archive_v1|ns=canonical|H045,blue,blue,25
canonical,50,historical,historical_snapshot,phase9_archive_v1|ns=canonical|H045,red,red,27
canonical,50,rule,rule_policy,basic_heuristic@1.0.0,blue,blue,23
canonical,50,rule,rule_policy,basic_heuristic@1.0.0,red,red,23
canonical,50,rule,rule_policy,strategic_rule_based@1.1.0,blue,blue,77
canonical,50,rule,rule_policy,strategic_rule_based@1.1.0,red,red,77
canonical,50,rule,rule_policy,tactical_rule_based@1.0.0,blue,blue,53
canonical,50,rule,rule_policy,tactical_rule_based@1.0.0,red,red,54
canonical,50,stress,stress_policy,stress_berserker@1.0.0,blue,blue,34
canonical,50,stress,stress_policy,stress_chaos@1.0.0,blue,blue,34
canonical,50,stress,stress_policy,stress_draw_seeker@1.0.0,red,red,35
canonical,50,stress,stress_policy,stress_information_miser@1.0.0,red,red,34
canonical,50,stress,stress_policy,stress_miner_rush@1.0.0,blue,blue,34
canonical,50,stress,stress_policy,stress_scout_rush@1.0.0,red,red,34
canonical,51,current,current_policy,phase9_behavior_v1|ns=canonical|B051,both,,1024
canonical,51,historical,historical_snapshot,phase9_anchor_v1|H000,blue,blue,24
canonical,51,historical,historical_snapshot,phase9_anchor_v1|H000,red,red,29
canonical,51,historical,historical_snapshot,phase9_archive_v1|ns=canonical|H015,blue,blue,23
canonical,51,historical,historical_snapshot,phase9_archive_v1|ns=canonical|H015,red,red,26
canonical,51,historical,historical_snapshot,phase9_archive_v1|ns=canonical|H020,blue,blue,36
canonical,51,historical,historical_snapshot,phase9_archive_v1|ns=canonical|H020,red,red,30
canonical,51,historical,historical_snapshot,phase9_archive_v1|ns=canonical|H025,blue,blue,25
canonical,51,historical,historical_snapshot,phase9_archive_v1|ns=canonical|H025,red,red,24
canonical,51,historical,historical_snapshot,phase9_archive_v1|ns=canonical|H030,blue,blue,20
canonical,51,historical,historical_snapshot,phase9_archive_v1|ns=canonical|H030,red,red,27
canonical,51,historical,historical_snapshot,phase9_archive_v1|ns=canonical|H035,blue,blue,26
canonical,51,historical,historical_snapshot,phase9_archive_v1|ns=canonical|H035,red,red,33
canonical,51,historical,historical_snapshot,phase9_archive_v1|ns=canonical|H040,blue,blue,38
canonical,51,historical,historical_snapshot,phase9_archive_v1|ns=canonical|H040,red,red,39
canonical,51,historical,historical_snapshot,phase9_archive_v1|ns=canonical|H045,blue,blue,34
canonical,51,historical,historical_snapshot,phase9_archive_v1|ns=canonical|H045,red,red,24
canonical,51,historical,historical_snapshot,phase9_archive_v1|ns=canonical|H050,blue,blue,30
canonical,51,historical,historical_snapshot,phase9_archive_v1|ns=canonical|H050,red,red,24
canonical,51,rule,rule_policy,basic_heuristic@1.0.0,blue,blue,23
canonical,51,rule,rule_policy,basic_heuristic@1.0.0,red,red,23
canonical,51,rule,rule_policy,strategic_rule_based@1.1.0,blue,blue,77
canonical,51,rule,rule_policy,strategic_rule_based@1.1.0,red,red,77
canonical,51,rule,rule_policy,tactical_rule_based@1.0.0,blue,blue,54
canonical,51,rule,rule_policy,tactical_rule_based@1.0.0,red,red,53
canonical,51,stress,stress_policy,stress_berserker@1.0.0,blue,blue,35
canonical,51,stress,stress_policy,stress_chaos@1.0.0,blue,blue,34
canonical,51,stress,stress_policy,stress_draw_seeker@1.0.0,red,red,34
canonical,51,stress,stress_policy,stress_information_miser@1.0.0,red,red,34
canonical,51,stress,stress_policy,stress_miner_rush@1.0.0,blue,blue,34
canonical,51,stress,stress_policy,stress_scout_rush@1.0.0,red,red,34
canonical,52,current,current_policy,phase9_behavior_v1|ns=canonical|B052,both,,1024
canonical,52,historical,historical_snapshot,phase9_anchor_v1|H000,blue,blue,34
canonical,52,historical,historical_snapshot,phase9_anchor_v1|H000,red,red,29
canonical,52,historical,historical_snapshot,phase9_archive_v1|ns=canonical|H015,blue,blue,25
canonical,52,historical,historical_snapshot,phase9_archive_v1|ns=canonical|H015,red,red,22
canonical,52,historical,historical_snapshot,phase9_archive_v1|ns=canonical|H020,blue,blue,30
canonical,52,historical,historical_snapshot,phase9_archive_v1|ns=canonical|H020,red,red,30
canonical,52,historical,historical_snapshot,phase9_archive_v1|ns=canonical|H025,blue,blue,20
canonical,52,historical,historical_snapshot,phase9_archive_v1|ns=canonical|H025,red,red,29
canonical,52,historical,historical_snapshot,phase9_archive_v1|ns=canonical|H030,blue,blue,30
canonical,52,historical,historical_snapshot,phase9_archive_v1|ns=canonical|H030,red,red,25
canonical,52,historical,historical_snapshot,phase9_archive_v1|ns=canonical|H035,blue,blue,24
canonical,52,historical,historical_snapshot,phase9_archive_v1|ns=canonical|H035,red,red,30
canonical,52,historical,historical_snapshot,phase9_archive_v1|ns=canonical|H040,blue,blue,22
canonical,52,historical,historical_snapshot,phase9_archive_v1|ns=canonical|H040,red,red,25
canonical,52,historical,historical_snapshot,phase9_archive_v1|ns=canonical|H045,blue,blue,30
canonical,52,historical,historical_snapshot,phase9_archive_v1|ns=canonical|H045,red,red,37
canonical,52,historical,historical_snapshot,phase9_archive_v1|ns=canonical|H050,blue,blue,41
canonical,52,historical,historical_snapshot,phase9_archive_v1|ns=canonical|H050,red,red,29
canonical,52,rule,rule_policy,basic_heuristic@1.0.0,blue,blue,23
canonical,52,rule,rule_policy,basic_heuristic@1.0.0,red,red,23
canonical,52,rule,rule_policy,strategic_rule_based@1.1.0,blue,blue,77
canonical,52,rule,rule_policy,strategic_rule_based@1.1.0,red,red,77
canonical,52,rule,rule_policy,tactical_rule_based@1.0.0,blue,blue,53
canonical,52,rule,rule_policy,tactical_rule_based@1.0.0,red,red,54
canonical,52,stress,stress_policy,stress_berserker@1.0.0,blue,blue,34
canonical,52,stress,stress_policy,stress_chaos@1.0.0,blue,blue,34
canonical,52,stress,stress_policy,stress_draw_seeker@1.0.0,red,red,34
canonical,52,stress,stress_policy,stress_information_miser@1.0.0,red,red,35
canonical,52,stress,stress_policy,stress_miner_rush@1.0.0,blue,blue,34
canonical,52,stress,stress_policy,stress_scout_rush@1.0.0,red,red,34
canonical,53,current,current_policy,phase9_behavior_v1|ns=canonical|B053,both,,1024
canonical,53,historical,historical_snapshot,phase9_anchor_v1|H000,blue,blue,30
canonical,53,historical,historical_snapshot,phase9_anchor_v1|H000,red,red,27
canonical,53,historical,historical_snapshot,phase9_archive_v1|ns=canonical|H015,blue,blue,28
canonical,53,historical,historical_snapshot,phase9_archive_v1|ns=canonical|H015,red,red,22
canonical,53,historical,historical_snapshot,phase9_archive_v1|ns=canonical|H020,blue,blue,25
canonical,53,historical,historical_snapshot,phase9_archive_v1|ns=canonical|H020,red,red,30
canonical,53,historical,historical_snapshot,phase9_archive_v1|ns=canonical|H025,blue,blue,36
canonical,53,historical,historical_snapshot,phase9_archive_v1|ns=canonical|H025,red,red,31
canonical,53,historical,historical_snapshot,phase9_archive_v1|ns=canonical|H030,blue,blue,27
canonical,53,historical,historical_snapshot,phase9_archive_v1|ns=canonical|H030,red,red,36
canonical,53,historical,historical_snapshot,phase9_archive_v1|ns=canonical|H035,blue,blue,22
canonical,53,historical,historical_snapshot,phase9_archive_v1|ns=canonical|H035,red,red,28
canonical,53,historical,historical_snapshot,phase9_archive_v1|ns=canonical|H040,blue,blue,27
canonical,53,historical,historical_snapshot,phase9_archive_v1|ns=canonical|H040,red,red,29
canonical,53,historical,historical_snapshot,phase9_archive_v1|ns=canonical|H045,blue,blue,35
canonical,53,historical,historical_snapshot,phase9_archive_v1|ns=canonical|H045,red,red,31
canonical,53,historical,historical_snapshot,phase9_archive_v1|ns=canonical|H050,blue,blue,26
canonical,53,historical,historical_snapshot,phase9_archive_v1|ns=canonical|H050,red,red,22
canonical,53,rule,rule_policy,basic_heuristic@1.0.0,blue,blue,23
canonical,53,rule,rule_policy,basic_heuristic@1.0.0,red,red,23
canonical,53,rule,rule_policy,strategic_rule_based@1.1.0,blue,blue,77
canonical,53,rule,rule_policy,strategic_rule_based@1.1.0,red,red,77
canonical,53,rule,rule_policy,tactical_rule_based@1.0.0,blue,blue,54
canonical,53,rule,rule_policy,tactical_rule_based@1.0.0,red,red,53
canonical,53,stress,stress_policy,stress_berserker@1.0.0,blue,blue,34
canonical,53,stress,stress_policy,stress_chaos@1.0.0,blue,blue,35
canonical,53,stress,stress_policy,stress_draw_seeker@1.0.0,red,red,34
canonical,53,stress,stress_policy,stress_information_miser@1.0.0,red,red,34
canonical,53,stress,stress_policy,stress_miner_rush@1.0.0,blue,blue,34
canonical,53,stress,stress_policy,stress_scout_rush@1.0.0,red,red,34
canonical,54,current,current_policy,phase9_behavior_v1|ns=canonical|B054,both,,1024
canonical,54,historical,historical_snapshot,phase9_anchor_v1|H000,blue,blue,32
canonical,54,historical,historical_snapshot,phase9_anchor_v1|H000,red,red,27
canonical,54,historical,historical_snapshot,phase9_archive_v1|ns=canonical|H015,blue,blue,23
canonical,54,historical,historical_snapshot,phase9_archive_v1|ns=canonical|H015,red,red,26
canonical,54,historical,historical_snapshot,phase9_archive_v1|ns=canonical|H020,blue,blue,29
canonical,54,historical,historical_snapshot,phase9_archive_v1|ns=canonical|H020,red,red,26
canonical,54,historical,historical_snapshot,phase9_archive_v1|ns=canonical|H025,blue,blue,27
canonical,54,historical,historical_snapshot,phase9_archive_v1|ns=canonical|H025,red,red,26
canonical,54,historical,historical_snapshot,phase9_archive_v1|ns=canonical|H030,blue,blue,22
canonical,54,historical,historical_snapshot,phase9_archive_v1|ns=canonical|H030,red,red,34
canonical,54,historical,historical_snapshot,phase9_archive_v1|ns=canonical|H035,blue,blue,35
canonical,54,historical,historical_snapshot,phase9_archive_v1|ns=canonical|H035,red,red,28
canonical,54,historical,historical_snapshot,phase9_archive_v1|ns=canonical|H040,blue,blue,22
canonical,54,historical,historical_snapshot,phase9_archive_v1|ns=canonical|H040,red,red,45
canonical,54,historical,historical_snapshot,phase9_archive_v1|ns=canonical|H045,blue,blue,34
canonical,54,historical,historical_snapshot,phase9_archive_v1|ns=canonical|H045,red,red,22
canonical,54,historical,historical_snapshot,phase9_archive_v1|ns=canonical|H050,blue,blue,32
canonical,54,historical,historical_snapshot,phase9_archive_v1|ns=canonical|H050,red,red,22
canonical,54,rule,rule_policy,basic_heuristic@1.0.0,blue,blue,23
canonical,54,rule,rule_policy,basic_heuristic@1.0.0,red,red,23
canonical,54,rule,rule_policy,strategic_rule_based@1.1.0,blue,blue,77
canonical,54,rule,rule_policy,strategic_rule_based@1.1.0,red,red,77
canonical,54,rule,rule_policy,tactical_rule_based@1.0.0,blue,blue,53
canonical,54,rule,rule_policy,tactical_rule_based@1.0.0,red,red,54
canonical,54,stress,stress_policy,stress_berserker@1.0.0,blue,blue,34
canonical,54,stress,stress_policy,stress_chaos@1.0.0,blue,blue,34
canonical,54,stress,stress_policy,stress_draw_seeker@1.0.0,red,red,34
canonical,54,stress,stress_policy,stress_information_miser@1.0.0,red,red,34
canonical,54,stress,stress_policy,stress_miner_rush@1.0.0,blue,blue,34
canonical,54,stress,stress_policy,stress_scout_rush@1.0.0,red,red,35
canonical,55,current,current_policy,phase9_behavior_v1|ns=canonical|B055,both,,1024
canonical,55,historical,historical_snapshot,phase9_anchor_v1|H000,blue,blue,18
canonical,55,historical,historical_snapshot,phase9_anchor_v1|H000,red,red,29
canonical,55,historical,historical_snapshot,phase9_archive_v1|ns=canonical|H015,blue,blue,24
canonical,55,historical,historical_snapshot,phase9_archive_v1|ns=canonical|H015,red,red,31
canonical,55,historical,historical_snapshot,phase9_archive_v1|ns=canonical|H020,blue,blue,28
canonical,55,historical,historical_snapshot,phase9_archive_v1|ns=canonical|H020,red,red,30
canonical,55,historical,historical_snapshot,phase9_archive_v1|ns=canonical|H025,blue,blue,30
canonical,55,historical,historical_snapshot,phase9_archive_v1|ns=canonical|H025,red,red,28
